Event Receive Time,Event ID,Event Type,Event Name,Incident Reporting Device,Incident Source,Source IP,Source TCP/UDP Port,Incident Target,Destination IP,Destination TCP/UDP Port,Event Severity Category,Event Severity,Count
2020-07-13 16:46:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.42.214,",172.16.42.214,,"destIpAddr:120.126.174.16, destIpPort:23,",120.126.174.16,,HIGH,9,1
2020-07-13 16:46:56,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:192.168.101.91,",192.168.101.91,,,,,MEDIUM,7,1
2020-07-13 16:49:04,,PH_RULE_IPS_HOST_DOS,DoS Attack detected by NIPS,paloalto,"srcIpAddr:121.226.135.45,",121.226.135.45,,"destIpAddr:120.126.151.62,",120.126.151.62,,HIGH,9,1
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.183.210.132,",10.183.210.132,,"destIpAddr:120.126.197.176, destIpPort:23,",120.126.197.176,,HIGH,9,1
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.53.173,",10.184.53.173,,"destIpAddr:120.126.131.93, destIpPort:23,",120.126.131.93,,HIGH,9,1
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.0.0.110,",10.0.0.110,,"destIpAddr:120.126.177.137, destIpPort:23,",120.126.177.137,,HIGH,9,1
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.12.38.129,",10.12.38.129,,"destIpAddr:120.126.187.252, destIpPort:23,",120.126.187.252,,HIGH,9,2
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.12.34.137,",10.12.34.137,,"destIpAddr:120.126.133.194, destIpPort:23,",120.126.133.194,,HIGH,9,1
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.186.126.227,",10.186.126.227,,"destIpAddr:120.126.134.80, destIpPort:23,",120.126.134.80,,HIGH,9,1
2020-07-13 16:49:04,,PH_RULE_HEAVY_TCP_PORT_SCAN,Heavy TCP Port Scan: Single Destination,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,"destIpAddr:45.112.47.216,",45.112.47.216,,MEDIUM,7,2
2020-07-13 16:49:04,,PH_RULE_HEAVY_TCP_PORT_SCAN,Heavy TCP Port Scan: Single Destination,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,"destIpAddr:45.127.46.84,",45.127.46.84,,MEDIUM,7,2
2020-07-13 16:49:04,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,HOST-120.126.192.41,"srcIpAddr:192.168.151.111,",192.168.151.111,,,,,MEDIUM,7,328
2020-07-13 16:49:04,,PH_RULE_ANOMALY_TRAFFIC_TO_DEST,Sudden Increase in Traffic To Host,paloalto,,,,"destIpAddr:163.28.224.66,",163.28.224.66,,MEDIUM,7,2
2020-07-13 16:49:04,,PH_RULE_HEAVY_TCP_PORT_SCAN,Heavy TCP Port Scan: Single Destination,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,"destIpAddr:45.201.129.6,",45.201.129.6,,MEDIUM,7,1
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.209.99,",10.189.209.99,,"destIpAddr:120.126.174.27, destIpPort:23,",120.126.174.27,,HIGH,9,1
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.12.29.50,",10.12.29.50,,"destIpAddr:120.126.140.123, destIpPort:23,",120.126.140.123,,HIGH,9,1
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.38.200.250,",10.38.200.250,,"destIpAddr:120.126.162.92, destIpPort:23,",120.126.162.92,,HIGH,9,1
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.12.95.252,",10.12.95.252,,"destIpAddr:120.126.172.51, destIpPort:23,",120.126.172.51,,HIGH,9,1
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.40.9.251,",10.40.9.251,,"destIpAddr:120.126.194.180, destIpPort:23,",120.126.194.180,,HIGH,9,2
2020-07-13 16:49:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.183.211.87,",10.183.211.87,,"destIpAddr:120.126.151.214, destIpPort:23,",120.126.151.214,,HIGH,9,2
2020-07-13 16:51:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.136.151.2,",10.136.151.2,,"destIpAddr:120.126.172.157, destIpPort:23,",120.126.172.157,,HIGH,9,1
2020-07-13 16:51:12,,PH_RULE_HEAVY_TCP_PORT_SCAN,Heavy TCP Port Scan: Single Destination,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,"destIpAddr:45.237.88.128,",45.237.88.128,,MEDIUM,7,1
2020-07-13 16:51:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.43.24,",10.184.43.24,,"destIpAddr:120.126.190.15, destIpPort:23,",120.126.190.15,,HIGH,9,2
2020-07-13 16:51:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.44.77,",172.16.44.77,,"destIpAddr:120.126.133.199, destIpPort:23,",120.126.133.199,,HIGH,9,1
2020-07-13 16:51:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.244.204,",10.189.244.204,,"destIpAddr:120.126.132.80, destIpPort:23,",120.126.132.80,,HIGH,9,1
2020-07-13 16:51:12,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:192.168.131.217,",192.168.131.217,,,,,MEDIUM,7,125
2020-07-13 16:51:12,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:222.186.61.19,",222.186.61.19,,,,,MEDIUM,7,11
2020-07-13 16:51:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.12.25.132,",10.12.25.132,,"destIpAddr:120.126.187.252, destIpPort:23,",120.126.187.252,,HIGH,9,2
2020-07-13 16:51:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.186.122.166,",10.186.122.166,,"destIpAddr:120.126.132.80, destIpPort:23,",120.126.132.80,,HIGH,9,1
2020-07-13 16:51:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.99.190,",10.182.99.190,,"destIpAddr:120.126.195.49, destIpPort:23,",120.126.195.49,,HIGH,9,1
2020-07-13 16:51:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.50,",192.168.1.50,,"destIpAddr:120.126.133.181, destIpPort:23,",120.126.133.181,,HIGH,9,1
2020-07-13 16:51:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.227.32.54,",10.227.32.54,,"destIpAddr:120.126.129.119, destIpPort:23,",120.126.129.119,,HIGH,9,1
2020-07-13 16:51:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.42.211,",172.16.42.211,,"destIpAddr:120.126.137.219, destIpPort:23,",120.126.137.219,,HIGH,9,1
2020-07-13 16:51:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.10.96.91,",10.10.96.91,,"destIpAddr:120.126.203.67, destIpPort:23,",120.126.203.67,,HIGH,9,1
2020-07-13 16:51:12,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,paloalto,"srcGeoCountry:Austria,",,,,,,MEDIUM,7,260
2020-07-13 16:51:12,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,"HOST-10.204.1.13,HOST-120.126.192.41,paloalto","srcGeoCountry:Mexico,",,,,,,MEDIUM,7,1892
2020-07-13 16:51:12,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,HOST-10.204.1.13,"srcGeoCountry:Pakistan,",,,,,,MEDIUM,7,1158
2020-07-13 16:53:20,,PH_RULE_ANOMALY_TRAFFIC_DENIED_OUTBOUND_PORT,Sudden Increase In Denied Outbound Traffic To A Specific TCP/UDP port,Sonicwall,,,,"destIpPort:192,",,,MEDIUM,7,4
2020-07-13 16:53:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.99.187,",10.182.99.187,,"destIpAddr:120.126.152.186, destIpPort:23,",120.126.152.186,,HIGH,9,1
2020-07-13 16:53:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.98.50,",10.182.98.50,,"destIpAddr:120.126.147.151, destIpPort:23,",120.126.147.151,,HIGH,9,1
2020-07-13 16:53:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.218.35,",10.94.218.35,,"destIpAddr:120.126.168.8, destIpPort:23,",120.126.168.8,,HIGH,9,1
2020-07-13 16:53:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.18.36.219,",172.18.36.219,,"destIpAddr:120.126.139.215, destIpPort:21,",120.126.139.215,,HIGH,9,1
2020-07-13 16:53:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.36.145,",10.182.36.145,,"destIpAddr:120.126.160.53, destIpPort:23,",120.126.160.53,,HIGH,9,1
2020-07-13 16:53:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.150.23,",192.168.150.23,,"destIpAddr:120.126.134.154, destIpPort:23,",120.126.134.154,,HIGH,9,1
2020-07-13 16:53:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.244.202,",10.189.244.202,,"destIpAddr:120.126.159.241, destIpPort:23,",120.126.159.241,,HIGH,9,1
2020-07-13 16:53:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.237.205,",10.189.237.205,,"destIpAddr:120.126.196.209, destIpPort:23,",120.126.196.209,,HIGH,9,1
2020-07-13 16:53:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.187.212,",10.189.187.212,,"destIpAddr:120.126.144.86, destIpPort:23,",120.126.144.86,,HIGH,9,2
2020-07-13 16:53:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.23.126,",10.184.23.126,,"destIpAddr:120.126.187.252, destIpPort:23,",120.126.187.252,,HIGH,9,2
2020-07-13 16:53:20,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.59.180,",10.184.59.180,,"destIpAddr:120.126.174.122, destIpPort:23,",120.126.174.122,,HIGH,9,1
2020-07-13 16:53:20,,PH_RULE_ICMP_UNREACH_SAME_HOSTS,Excessive ICMP unreachables: same hosts,Sonicwall,"srcIpAddr:192.192.61.186,",192.192.61.186,,"destIpAddr:120.126.194.6,",120.126.194.6,,MEDIUM,6,1
2020-07-13 16:55:28,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,"HOST-10.204.1.13,HOST-120.126.192.41,Sonicwall,paloalto","srcGeoCountry:South Africa,",,,,,,MEDIUM,7,124
2020-07-13 16:55:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.186.116.144,",10.186.116.144,,"destIpAddr:120.126.142.183, destIpPort:23,",120.126.142.183,,HIGH,9,2
2020-07-13 16:55:28,,PH_RULE_HEAVY_UDP_PORT_SCAN,Heavy UDP Port Scan: Single Host,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,"destIpAddr:5.189.187.90,",5.189.187.90,,MEDIUM,7,2
2020-07-13 16:55:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.195.172,",10.189.195.172,,"destIpAddr:120.126.140.174, destIpPort:23,",120.126.140.174,,HIGH,9,1
2020-07-13 16:55:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.242.196,",10.189.242.196,,"destIpAddr:120.126.132.80, destIpPort:23,",120.126.132.80,,HIGH,9,1
2020-07-13 16:55:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.181.230.161,",10.181.230.161,,"destIpAddr:120.126.207.75, destIpPort:23,",120.126.207.75,,HIGH,9,1
2020-07-13 16:55:28,,PH_RULE_HEAVY_UDP_PORT_SCAN,Heavy UDP Port Scan: Single Host,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,"destIpAddr:213.136.79.238,",213.136.79.238,,MEDIUM,7,1
2020-07-13 16:55:28,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.66.190,",10.182.66.190,,"destIpAddr:120.126.185.75, destIpPort:23,",120.126.185.75,,HIGH,9,1
2020-07-13 16:55:28,,PH_RULE_HEAVY_TCP_HOST_SCAN_FIXED_PORT,Heavy TCP Host Scan On Fixed Port,paloalto,"srcIpAddr:10.201.0.92,",10.201.0.92,,"destIpPort:443,",,,MEDIUM,8,5
2020-07-13 16:55:28,,PH_RULE_ANOMALY_TRAFFIC_TO_DEST,Sudden Increase in Traffic To Host,paloalto,,,,"destIpAddr:140.111.230.51,",140.111.230.51,,MEDIUM,7,11
2020-07-13 16:55:28,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,"HOST-10.204.1.13,HOST-120.126.192.41","srcGeoCountry:Germany,",,,,,,MEDIUM,7,647
2020-07-13 16:55:28,,PH_RULE_NET_INTF_ERR_WARN,Network Intf Error Warning,Government-3750X,,,,"hostIpAddr:192.168.210.46, hostName:Government-3750X,",,,MEDIUM,5,1
2020-07-13 16:57:36,,PH_RULE_ANOMALY_TRAFFIC_TO_DEST,Sudden Increase in Traffic To Host,paloalto,,,,"destIpAddr:120.126.135.149,",120.126.135.149,,MEDIUM,7,116
2020-07-13 16:57:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.174.64.120,",10.174.64.120,,"destIpAddr:120.126.151.64, destIpPort:23,",120.126.151.64,,HIGH,9,1
2020-07-13 16:57:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.99.187,",10.182.99.187,,"destIpAddr:120.126.193.61, destIpPort:23,",120.126.193.61,,HIGH,9,1
2020-07-13 16:57:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.172.228,",10.189.172.228,,"destIpAddr:120.126.140.174, destIpPort:23,",120.126.140.174,,HIGH,9,1
2020-07-13 16:57:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.82.75,",10.182.82.75,,"destIpAddr:120.126.153.67, destIpPort:23,",120.126.153.67,,HIGH,9,1
2020-07-13 16:57:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.163.148,",10.182.163.148,,"destIpAddr:120.126.178.192, destIpPort:23,",120.126.178.192,,HIGH,9,1
2020-07-13 16:57:36,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.186.127.239,",10.186.127.239,,"destIpAddr:120.126.142.183, destIpPort:23,",120.126.142.183,,HIGH,9,2
2020-07-13 16:59:44,,PH_RULE_HEAVY_TCP_HOST_SCAN_FIXED_PORT,Heavy TCP Host Scan On Fixed Port,paloalto,"srcIpAddr:10.201.3.169,",10.201.3.169,,"destIpPort:443,",,,MEDIUM,8,8
2020-07-13 16:59:44,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:192.168.151.151,",192.168.151.151,,,,,MEDIUM,7,76
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.27.58,",10.184.27.58,,"destIpAddr:120.126.187.252, destIpPort:23,",120.126.187.252,,HIGH,9,1
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.150.26,",192.168.150.26,,"destIpAddr:120.126.191.18, destIpPort:23,",120.126.191.18,,HIGH,9,1
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.188.234,",10.189.188.234,,"destIpAddr:120.126.206.204, destIpPort:23,",120.126.206.204,,HIGH,9,1
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.5.184.33,",10.5.184.33,,"destIpAddr:120.126.172.51, destIpPort:23,",120.126.172.51,,HIGH,9,1
2020-07-13 16:59:44,,PH_RULE_ANOMALY_TRAFFIC_PERMIT_OUTBOUND_PORT,Sudden Increase In Permitted Outbound Traffic To A Specific TCP/UDP port,paloalto,,,,"destIpPort:1,",,,MEDIUM,7,1
2020-07-13 16:59:44,,PH_RULE_ANOMALY_TRAFFIC_PERMIT_OUTBOUND_PORT,Sudden Increase In Permitted Outbound Traffic To A Specific TCP/UDP port,paloalto,,,,"destIpPort:50321,",,,MEDIUM,7,1
2020-07-13 16:59:44,,PH_RULE_HEAVY_TCP_HOST_SCAN_FIXED_PORT,Heavy TCP Host Scan On Fixed Port,paloalto,"srcIpAddr:10.201.2.173,",10.201.2.173,,"destIpPort:443,",,,MEDIUM,8,1
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.10.10.1,",10.10.10.1,,"destIpAddr:120.126.186.44, destIpPort:23,",120.126.186.44,,HIGH,9,1
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.21,",192.168.1.21,,"destIpAddr:120.126.180.21, destIpPort:23,",120.126.180.21,,HIGH,9,1
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.21.118,",10.184.21.118,,"destIpAddr:120.126.187.252, destIpPort:23,",120.126.187.252,,HIGH,9,2
2020-07-13 16:59:44,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,paloalto,"srcGeoCountry:Israel,",,,,,,MEDIUM,7,182
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.5.183.100,",10.5.183.100,,"destIpAddr:120.126.134.248, destIpPort:23,",120.126.134.248,,HIGH,9,2
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.136.151.2,",10.136.151.2,,"destIpAddr:120.126.155.109, destIpPort:23,",120.126.155.109,,HIGH,9,1
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.40.192,",10.182.40.192,,"destIpAddr:120.126.172.96, destIpPort:23,",120.126.172.96,,HIGH,9,1
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.28.41,",10.184.28.41,,"destIpAddr:120.126.187.252, destIpPort:23,",120.126.187.252,,HIGH,9,1
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.42.215,",172.16.42.215,,"destIpAddr:120.126.153.186, destIpPort:23,",120.126.153.186,,HIGH,9,1
2020-07-13 16:59:44,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.133.135.163,",10.133.135.163,,"destIpAddr:120.126.153.192, destIpPort:23,",120.126.153.192,,HIGH,9,1
2020-07-13 17:01:52,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.45.142,",172.16.45.142,,"destIpAddr:120.126.145.51, destIpPort:23,",120.126.145.51,,HIGH,9,1
2020-07-13 17:01:52,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.50,",192.168.1.50,,"destIpAddr:120.126.140.203, destIpPort:23,",120.126.140.203,,HIGH,9,1
2020-07-13 17:01:52,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.220.17,",10.189.220.17,,"destIpAddr:120.126.131.232, destIpPort:23,",120.126.131.232,,HIGH,9,1
2020-07-13 17:01:52,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.42.163,",172.16.42.163,,"destIpAddr:120.126.179.249, destIpPort:23,",120.126.179.249,,HIGH,9,1
2020-07-13 17:01:52,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.244.115,",10.189.244.115,,"destIpAddr:120.126.160.76, destIpPort:23,",120.126.160.76,,HIGH,9,2
2020-07-13 17:01:52,,PH_RULE_SUSPICIOUS_DB_LOGON,Suspicious Database Logon,paloalto,"srcIpAddr:168.90.114.136,",168.90.114.136,,"destIpAddr:120.126.139.90,",120.126.139.90,,MEDIUM,7,3
2020-07-13 17:01:52,,PH_RULE_SUSPICIOUS_DB_LOGON,Suspicious Database Logon,paloalto,"srcIpAddr:103.206.129.101,",103.206.129.101,,"destIpAddr:120.126.192.50,",120.126.192.50,,MEDIUM,7,5
2020-07-13 17:01:52,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,HOST-10.204.1.13,"srcGeoCountry:Brazil,",,,,,,MEDIUM,7,3648
2020-07-13 17:01:52,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.40.4.1,",10.40.4.1,,"destIpAddr:120.126.143.240, destIpPort:23,",120.126.143.240,,HIGH,9,2
2020-07-13 17:01:52,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.103.224,",10.182.103.224,,"destIpAddr:120.126.132.80, destIpPort:23,",120.126.132.80,,HIGH,9,1
2020-07-13 17:01:52,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.50,",192.168.1.50,,"destIpAddr:120.126.201.49, destIpPort:23,",120.126.201.49,,HIGH,9,1
2020-07-13 17:01:52,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.38.202.54,",10.38.202.54,,"destIpAddr:120.126.152.39, destIpPort:23,",120.126.152.39,,HIGH,9,1
2020-07-13 17:01:52,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.21,",192.168.1.21,,"destIpAddr:120.126.138.188, destIpPort:23,",120.126.138.188,,HIGH,9,1
2020-07-13 17:01:52,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.45.57,",172.16.45.57,,"destIpAddr:120.126.156.57, destIpPort:23,",120.126.156.57,,HIGH,9,1
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.21.75.242,",172.21.75.242,,"destIpAddr:120.126.177.193, destIpPort:23,",120.126.177.193,,HIGH,9,1
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.133.135.165,",10.133.135.165,,"destIpAddr:120.126.151.181, destIpPort:23,",120.126.151.181,,HIGH,9,1
2020-07-13 17:04:00,,PH_RULE_HEAVY_TCP_PORT_SCAN,Heavy TCP Port Scan: Single Destination,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,"destIpAddr:45.249.103.13,",45.249.103.13,,MEDIUM,7,1
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.23.178,",10.184.23.178,,"destIpAddr:120.126.187.252, destIpPort:23,",120.126.187.252,,HIGH,9,3
2020-07-13 17:04:00,,PH_RULE_HEAVY_TCP_PORT_SCAN,Heavy TCP Port Scan: Single Destination,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,"destIpAddr:45.250.226.122,",45.250.226.122,,MEDIUM,7,1
2020-07-13 17:04:00,,PH_RULE_HEAVY_TCP_HOST_SCAN_FIXED_PORT,Heavy TCP Host Scan On Fixed Port,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,"destIpPort:1,",,,MEDIUM,8,63
2020-07-13 17:04:00,,PH_RULE_ANOMALY_TRAFFIC_TO_DEST,Sudden Increase in Traffic To Host,paloalto,,,,"destIpAddr:120.126.195.196,",120.126.195.196,,MEDIUM,7,101
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.21,",192.168.1.21,,"destIpAddr:120.126.130.243, destIpPort:23,",120.126.130.243,,HIGH,9,1
