Event Receive Time,Event ID,Event Type,Event Name,Incident Reporting Device,Incident Source,Source IP,Source TCP/UDP Port,Incident Target,Destination IP,Destination TCP/UDP Port,Event Severity Category,Event Severity,Count
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.12.87.125,",10.12.87.125,,"destIpAddr:120.126.138.6, destIpPort:23,",120.126.138.6,,HIGH,9,1
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.192.73,",10.189.192.73,,"destIpAddr:120.126.155.26, destIpPort:23,",120.126.155.26,,HIGH,9,1
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.22.140,",10.184.22.140,,"destIpAddr:120.126.169.7, destIpPort:23,",120.126.169.7,,HIGH,9,1
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.133.130.130,",10.133.130.130,,"destIpAddr:120.126.168.131, destIpPort:23,",120.126.168.131,,HIGH,9,1
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.136.151.4,",10.136.151.4,,"destIpAddr:120.126.129.246, destIpPort:23,",120.126.129.246,,HIGH,9,1
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.12.27.99,",10.12.27.99,,"destIpAddr:120.126.163.82, destIpPort:23,",120.126.163.82,,HIGH,9,2
2020-07-13 17:04:00,,PH_RULE_HEAVY_TCP_HOST_SCAN,Heavy TCP Host Scan,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,,,,MEDIUM,7,160
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.121.114,",10.184.121.114,,"destIpAddr:120.126.187.252, destIpPort:23,",120.126.187.252,,HIGH,9,2
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.186.120.28,",10.186.120.28,,"destIpAddr:120.126.160.76, destIpPort:23,",120.126.160.76,,HIGH,9,1
2020-07-13 17:04:00,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.24.25.116,",172.24.25.116,,"destIpAddr:120.126.207.33, destIpPort:23,",120.126.207.33,,HIGH,9,2
2020-07-13 17:06:08,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.133.130.139,",10.133.130.139,,"destIpAddr:120.126.159.76, destIpPort:23,",120.126.159.76,,HIGH,9,1
2020-07-13 17:06:08,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.21.75.230,",172.21.75.230,,"destIpAddr:120.126.167.56, destIpPort:23,",120.126.167.56,,HIGH,9,1
2020-07-13 17:06:08,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.21.75.241,",172.21.75.241,,"destIpAddr:120.126.155.46, destIpPort:23,",120.126.155.46,,HIGH,9,1
2020-07-13 17:06:08,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.77.61.163,",10.77.61.163,,"destIpAddr:120.126.185.99, destIpPort:23,",120.126.185.99,,HIGH,9,1
2020-07-13 17:06:08,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.140.75,",10.94.140.75,,"destIpAddr:120.126.145.190, destIpPort:23,",120.126.145.190,,HIGH,9,1
2020-07-13 17:06:08,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.45.85,",172.16.45.85,,"destIpAddr:120.126.157.85, destIpPort:23,",120.126.157.85,,HIGH,9,1
2020-07-13 17:06:08,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:192.168.151.150,",192.168.151.150,,,,,MEDIUM,7,266
2020-07-13 17:08:16,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.123.195,",10.184.123.195,,"destIpAddr:120.126.174.176, destIpPort:23,",120.126.174.176,,HIGH,9,1
2020-07-13 17:08:16,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.246.190,",10.189.246.190,,"destIpAddr:120.126.195.36, destIpPort:23,",120.126.195.36,,HIGH,9,1
2020-07-13 17:08:16,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:192.168.121.237,",192.168.121.237,,,,,MEDIUM,7,35
2020-07-13 17:08:16,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:87.13.221.71,",87.13.221.71,,,,,MEDIUM,7,1
2020-07-13 17:08:16,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.1.1.1,",10.1.1.1,,"destIpAddr:120.126.167.179, destIpPort:23,",120.126.167.179,,HIGH,9,1
2020-07-13 17:08:16,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.13.235.247,",10.13.235.247,,"destIpAddr:120.126.186.238, destIpPort:23,",120.126.186.238,,HIGH,9,1
2020-07-13 17:08:16,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.17.254.221,",10.17.254.221,,"destIpAddr:120.126.161.230, destIpPort:23,",120.126.161.230,,HIGH,9,2
2020-07-13 17:08:16,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.188.98,",10.182.188.98,,"destIpAddr:120.126.192.112, destIpPort:23,",120.126.192.112,,HIGH,9,1
2020-07-13 17:10:24,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.21,",192.168.1.21,,"destIpAddr:120.126.138.233, destIpPort:23,",120.126.138.233,,HIGH,9,1
2020-07-13 17:10:24,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.157.183,",10.182.157.183,,"destIpAddr:120.126.130.95, destIpPort:23,",120.126.130.95,,HIGH,9,1
2020-07-13 17:10:24,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.12.12.135,",10.12.12.135,,"destIpAddr:120.126.161.230, destIpPort:23,",120.126.161.230,,HIGH,9,1
2020-07-13 17:10:24,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.45.57,",172.16.45.57,,"destIpAddr:120.126.174.193, destIpPort:23,",120.126.174.193,,HIGH,9,1
2020-07-13 17:10:24,,PH_RULE_HEAVY_TCP_HOST_SCAN_FIXED_PORT,Heavy TCP Host Scan On Fixed Port,paloalto,"srcIpAddr:10.201.3.199,",10.201.3.199,,"destIpPort:443,",,,MEDIUM,8,2
2020-07-13 17:10:24,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.186.114.30,",10.186.114.30,,"destIpAddr:120.126.177.165, destIpPort:23,",120.126.177.165,,HIGH,9,1
2020-07-13 17:12:32,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.53.132,",10.184.53.132,,"destIpAddr:120.126.183.127, destIpPort:23,",120.126.183.127,,HIGH,9,1
2020-07-13 17:12:32,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.21,",192.168.1.21,,"destIpAddr:120.126.165.197, destIpPort:23,",120.126.165.197,,HIGH,9,1
2020-07-13 17:12:32,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.136.151.4,",10.136.151.4,,"destIpAddr:120.126.201.91, destIpPort:23,",120.126.201.91,,HIGH,9,1
2020-07-13 17:12:32,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.172.33,",10.94.172.33,,"destIpAddr:120.126.185.58, destIpPort:23,",120.126.185.58,,HIGH,9,2
2020-07-13 17:12:32,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.202.202.5,",10.202.202.5,,"destIpAddr:120.126.185.58, destIpPort:23,",120.126.185.58,,HIGH,9,1
2020-07-13 17:12:32,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.50,",192.168.1.50,,"destIpAddr:120.126.131.185, destIpPort:23,",120.126.131.185,,HIGH,9,1
2020-07-13 17:12:32,,PH_RULE_ANOMALY_TRAFFIC_PERMIT_OUTBOUND_PORT,Sudden Increase In Permitted Outbound Traffic To A Specific TCP/UDP port,paloalto,,,,"destIpPort:3800,",,,MEDIUM,7,1
2020-07-13 17:12:32,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.187.236.63,",10.187.236.63,,"destIpAddr:120.126.184.220, destIpPort:23,",120.126.184.220,,HIGH,9,1
2020-07-13 17:12:32,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.212.170,",10.189.212.170,,"destIpAddr:120.126.130.226, destIpPort:23,",120.126.130.226,,HIGH,9,1
2020-07-13 17:12:32,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.112.199,",10.182.112.199,,"destIpAddr:120.126.132.80, destIpPort:23,",120.126.132.80,,HIGH,9,1
2020-07-13 17:12:32,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.184.43.24,",10.184.43.24,,"destIpAddr:120.126.174.231, destIpPort:23,",120.126.174.231,,HIGH,9,1
2020-07-13 17:12:32,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:192.168.151.116,",192.168.151.116,,,,,MEDIUM,7,41
2020-07-13 17:14:40,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.21.75.241,",172.21.75.241,,"destIpAddr:120.126.184.36, destIpPort:23,",120.126.184.36,,HIGH,9,1
2020-07-13 17:14:40,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.46.100,",172.16.46.100,,"destIpAddr:120.126.206.14, destIpPort:23,",120.126.206.14,,HIGH,9,1
2020-07-13 17:14:40,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.44.76,",172.16.44.76,,"destIpAddr:120.126.163.189, destIpPort:23,",120.126.163.189,,HIGH,9,1
2020-07-13 17:14:40,,PH_RULE_ANOMALY_TRAFFIC_TO_DEST,Sudden Increase in Traffic To Host,paloalto,,,,"destIpAddr:61.220.60.234,",61.220.60.234,,MEDIUM,7,1
2020-07-13 17:14:40,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.0.100,",192.168.0.100,,"destIpAddr:120.126.198.208, destIpPort:23,",120.126.198.208,,HIGH,9,2
2020-07-13 17:14:40,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.50,",192.168.1.50,,"destIpAddr:120.126.149.113, destIpPort:23,",120.126.149.113,,HIGH,9,2
2020-07-13 17:14:40,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.50,",192.168.1.50,,"destIpAddr:120.126.198.12, destIpPort:23,",120.126.198.12,,HIGH,9,1
2020-07-13 17:14:40,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.13.235.247,",10.13.235.247,,"destIpAddr:120.126.145.145, destIpPort:23,",120.126.145.145,,HIGH,9,1
2020-07-13 17:14:40,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.204.218,",10.182.204.218,,"destIpAddr:120.126.141.12, destIpPort:23,",120.126.141.12,,HIGH,9,2
2020-07-13 17:14:40,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:139.162.88.63,",139.162.88.63,,,,,MEDIUM,7,23
2020-07-13 17:14:40,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,Sonicwall,"srcIpAddr:192.168.151.231,",192.168.151.231,,,,,MEDIUM,7,36
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.111.100.80,",10.111.100.80,,"destIpAddr:120.126.201.172, destIpPort:23,",120.126.201.172,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.195.122,",10.189.195.122,,"destIpAddr:120.126.139.3, destIpPort:23,",120.126.139.3,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.17.254.176,",10.17.254.176,,"destIpAddr:120.126.135.208, destIpPort:23,",120.126.135.208,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.13.254.136,",10.13.254.136,,"destIpAddr:120.126.178.192, destIpPort:23,",120.126.178.192,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.186.75.17,",10.186.75.17,,"destIpAddr:120.126.195.14, destIpPort:23,",120.126.195.14,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_HEAVY_UDP_HOST_SCAN_FIXED_PORT,Heavy UDP Host Scan On Fixed Port,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,"destIpPort:51413,",,,HIGH,9,23
2020-07-13 17:16:48,,PH_RULE_HEAVY_UDP_HOST_SCAN_FIXED_PORT,Heavy UDP Host Scan On Fixed Port,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,"destIpPort:6881,",,,HIGH,9,27
2020-07-13 17:16:48,,PH_RULE_HEAVY_UDP_HOST_SCAN,Heavy UDP Host Scan,paloalto,"srcIpAddr:10.201.3.99,",10.201.3.99,,,,,MEDIUM,7,70
2020-07-13 17:16:48,,PH_RULE_SUSPICIOUS_DB_LOGON,Suspicious Database Logon,paloalto,"srcIpAddr:59.42.192.195,",59.42.192.195,,"destIpAddr:120.126.192.50,",120.126.192.50,,MEDIUM,7,3
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.3.67,",192.168.3.67,,"destIpAddr:120.126.190.69, destIpPort:23,",120.126.190.69,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.197.181,",10.189.197.181,,"destIpAddr:120.126.196.212, destIpPort:23,",120.126.196.212,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.85.60.47,",10.85.60.47,,"destIpAddr:120.126.145.241, destIpPort:23,",120.126.145.241,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.186.112.207,",10.186.112.207,,"destIpAddr:120.126.163.8, destIpPort:23,",120.126.163.8,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.214.222,",10.189.214.222,,"destIpAddr:120.126.164.65, destIpPort:23,",120.126.164.65,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.37.126,",10.182.37.126,,"destIpAddr:120.126.163.8, destIpPort:23,",120.126.163.8,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.45.142,",172.16.45.142,,"destIpAddr:120.126.203.187, destIpPort:23,",120.126.203.187,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.133.135.167,",10.133.135.167,,"destIpAddr:120.126.133.8, destIpPort:23,",120.126.133.8,,HIGH,9,1
2020-07-13 17:16:48,,PH_RULE_INAPPROPRIATE_WEB_TRAFFIC,Inappropriate Website access detected,HOST-120.126.192.41,"srcIpAddr:192.168.151.200,",192.168.151.200,,,,,MEDIUM,7,215
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.186.121.236,",10.186.121.236,,"destIpAddr:120.126.132.80, destIpPort:23,",120.126.132.80,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.45.56,",172.16.45.56,,"destIpAddr:120.126.129.229, destIpPort:23,",120.126.129.229,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.0.1.3,",10.0.1.3,,"destIpAddr:120.126.190.81, destIpPort:23,",120.126.190.81,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.0.1.3,",10.0.1.3,,"destIpAddr:120.126.132.102, destIpPort:23,",120.126.132.102,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.46.98,",172.16.46.98,,"destIpAddr:120.126.180.69, destIpPort:23,",120.126.180.69,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.0.1.3,",10.0.1.3,,"destIpAddr:120.126.156.142, destIpPort:23,",120.126.156.142,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.0.1.3,",10.0.1.3,,"destIpAddr:120.126.192.37, destIpPort:23,",120.126.192.37,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.174.64.120,",10.174.64.120,,"destIpAddr:120.126.137.128, destIpPort:23,",120.126.137.128,,HIGH,9,2
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.0.1.3,",10.0.1.3,,"destIpAddr:120.126.130.114, destIpPort:23,",120.126.130.114,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.42.132,",172.16.42.132,,"destIpAddr:120.126.183.189, destIpPort:23,",120.126.183.189,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.21.75.231,",172.21.75.231,,"destIpAddr:120.126.133.143, destIpPort:23,",120.126.133.143,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.0.1.3,",10.0.1.3,,"destIpAddr:120.126.190.74, destIpPort:23,",120.126.190.74,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.44.70,",172.16.44.70,,"destIpAddr:120.126.137.238, destIpPort:23,",120.126.137.238,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,"Sonicwall,paloalto","srcGeoCountry:Argentina,",,,,,,MEDIUM,7,618
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.177.215,",10.189.177.215,,"destIpAddr:120.126.167.133, destIpPort:23,",120.126.167.133,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.0.100,",192.168.0.100,,"destIpAddr:120.126.142.248, destIpPort:23,",120.126.142.248,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.21,",192.168.1.21,,"destIpAddr:120.126.130.34, destIpPort:23,",120.126.130.34,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.189.188.224,",10.189.188.224,,"destIpAddr:120.126.194.163, destIpPort:23,",120.126.194.163,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.133.130.139,",10.133.130.139,,"destIpAddr:120.126.147.145, destIpPort:23,",120.126.147.145,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.133.130.139,",10.133.130.139,,"destIpAddr:120.126.139.147, destIpPort:23,",120.126.139.147,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.133.135.163,",10.133.135.163,,"destIpAddr:120.126.188.229, destIpPort:23,",120.126.188.229,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.1.21,",192.168.1.21,,"destIpAddr:120.126.167.95, destIpPort:23,",120.126.167.95,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.136.151.4,",10.136.151.4,,"destIpAddr:120.126.171.168, destIpPort:23,",120.126.171.168,,HIGH,9,1
2020-07-13 17:18:56,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.181.213.116,",10.181.213.116,,"destIpAddr:120.126.187.252, destIpPort:23,",120.126.187.252,,HIGH,9,3
2020-07-13 17:21:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.19.110.175,",10.19.110.175,,"destIpAddr:120.126.183.99, destIpPort:23,",120.126.183.99,,HIGH,9,2
2020-07-13 17:21:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.133.135.165,",10.133.135.165,,"destIpAddr:120.126.207.114, destIpPort:23,",120.126.207.114,,HIGH,9,1
2020-07-13 17:21:04,,PH_RULE_ANOMALY_TRAFFIC_TO_DEST,Sudden Increase in Traffic To Host,paloalto,,,,"destIpAddr:211.78.81.226,",211.78.81.226,,MEDIUM,7,1
2020-07-13 17:21:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.19.113.207,",10.19.113.207,,"destIpAddr:120.126.206.11, destIpPort:23,",120.126.206.11,,HIGH,9,1
2020-07-13 17:21:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.157.147,",10.94.157.147,,"destIpAddr:120.126.146.238, destIpPort:23,",120.126.146.238,,HIGH,9,1
2020-07-13 17:21:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.218.2,",10.94.218.2,,"destIpAddr:120.126.138.56, destIpPort:23,",120.126.138.56,,HIGH,9,1
2020-07-13 17:21:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.182.13.154,",10.182.13.154,,"destIpAddr:120.126.179.246, destIpPort:23,",120.126.179.246,,HIGH,9,2
2020-07-13 17:21:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.94.145.239,",10.94.145.239,,"destIpAddr:120.126.156.41, destIpPort:23,",120.126.156.41,,HIGH,9,1
2020-07-13 17:21:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:172.16.45.126,",172.16.45.126,,"destIpAddr:120.126.142.224, destIpPort:23,",120.126.142.224,,HIGH,9,1
2020-07-13 17:21:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:192.168.0.5,",192.168.0.5,,"destIpAddr:120.126.168.235, destIpPort:21,",120.126.168.235,,HIGH,9,1
2020-07-13 17:21:04,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.77.13.11,",10.77.13.11,,"destIpAddr:120.126.173.60, destIpPort:23,",120.126.173.60,,HIGH,9,2
2020-07-13 17:23:12,,PH_RULE_CLEARTEXT_PWD_OUTBOUND,Outbound cleartext password usage detected,paloalto,"srcIpAddr:10.40.4.1,",10.40.4.1,,"destIpAddr:120.126.195.93, destIpPort:23,",120.126.195.93,,HIGH,9,1
2020-07-13 17:23:12,,PH_RULE_EXCESS_DENY_EXT_COUNTRY,Excessive Denied Connections From An External Country,"HOST-10.204.1.13,HOST-120.126.192.41","srcGeoCountry:Russian Federation,",,,,,,MEDIUM,7,5368
